Year,Month,Day,Site,Level,Observer,Transect_type,Transect_number,Depth_m,Lat,Long,Genusspecies,Frequency,Abund
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,4,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,14,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,10,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,9,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,15,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,3,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,4,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,7,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,3,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,24,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,10,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,7,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,9,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,20,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,8,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,8,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,27,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,42,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,8,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,13,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,8,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,10,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,7,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,21,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,5,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,7,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,10,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Rodrigo,algae,2,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,21,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,10,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,7,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,7,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,8,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,22,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,9,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,5,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,3,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,14,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,8,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,18,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,22,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,6,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,3,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,7,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,7,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,10,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,18,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,14,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,17,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,11,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,13,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,9,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,13,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,3,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,7,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Sargassum_spp,5,5
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,11,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,5,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,2,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,11,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,1,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,32,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,13,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,14,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,17,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,23,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,4,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,14,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,12,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Macrocystis_pyrifera_stipes,32,1
2018,5,30,Isla_Todos_Santos,Shallow,Patrick,algae,3,7,31.80889,-116.79807,Sargassum_spp,13,13
2019,6,20,Isla_Todos_Santos,Shallow,Carolina,algae,1,,31.80889,-116.79807,Sargassum_horneri,166,166
2019,6,20,Isla_Todos_Santos,Shallow,Luis,algae,1,,31.80889,-116.79807,Undaria_pinnatifida,203,203
2019,6,20,Isla_Todos_Santos,Shallow,fernanda_aldaco,algae,2,,31.80889,-116.79807,Sargassum_horneri,104,104
2019,6,20,Isla_Todos_Santos,Shallow,Daniel,algae,2,,31.80889,-116.79807,Undaria_pinnatifida,275,275
2019,6,20,Isla_Todos_Santos,Shallow,Eliot,algae,3,,31.80889,-116.79807,Undaria_pinnatifida,308,308
2019,6,20,Isla_Todos_Santos,Shallow,Alan,algae,4,,31.80889,-116.79807,Sargassum_horneri,34,34
2019,6,20,Isla_Todos_Santos,Shallow,Carlos,algae,4,,31.80889,-116.79807,Undaria_pinnatifida,264,264
2018,5,30,Isla_Todos_Santos,Shallow,x,algae,1,,31.80889,-116.79807,Undaria_pinnatifida,0,0
2019,6,20,Isla_Todos_Santos,Shallow,x,algae,1,,31.80889,-116.79807,Macrocystis_pyrifera_stipes,0,0
2018,5,30,Isla_Todos_Santos,Shallow,x,algae,2,,31.80889,-116.79807,Undaria_pinnatifida,0,0
2019,6,20,Isla_Todos_Santos,Shallow,x,algae,2,,31.80889,-116.79807,Macrocystis_pyrifera_stipes,0,0
2018,5,30,Isla_Todos_Santos,Shallow,x,algae,3,,31.80889,-116.79807,Undaria_pinnatifida,0,0
2019,6,20,Isla_Todos_Santos,Shallow,x,algae,3,,31.80889,-116.79807,Macrocystis_pyrifera_stipes,0,0
2018,5,30,Isla_Todos_Santos,Shallow,x,algae,4,,31.80889,-116.79807,Undaria_pinnatifida,0,0
